#,접수번호,접수일자,검체유형,시설명,시료명,의뢰기관,의뢰자,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소,처리기간,처리일,수수료,항목수
,2792400103-02,2024-04-16,실내공기질/실내공기질/가,시크릿피시방,4층 289좌석,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,인터넷컴퓨터게임시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 솔모루로 31,11,2024-04-30,0,4
,2792400104-01,2024-04-16,실내공기질/실내공기질/나,우리가족요양원,1층 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 죽엽산로35번길 36-25,11,2024-04-30,0,5
,2792400104-02,2024-04-16,실내공기질/실내공기질/나,우리가족요양원,3층 거실,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-5975,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 87,,,,2024-04-16,경기 포천시 소흘읍 죽엽산로35번길 36-25,11,2024-04-30,0,5
,2792400105-01,2024-04-18,대기및악취/지도점검/대 기,태형기업(주),태형기업(주),경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,기후환경관리과-10302,2024-04-17,경기도보건환경연구원북부지원-5716,2024-04-23,2024-04-23,대기환경팀(B),민선웅,,,,아스콘,"건조시설(35.2m3), 혼합시설(75HP), 선별시설(10HP), 건조시설(44.3m3)",경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-18,경기 양주시 남면 삼일로 552 배출시설 측정공,20,2024-05-17,0,4
,2792400106-01,2024-04-18,실내공기질/실내공기질/나,산내들어린이집,유희실,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 영북로 206 (산내들 아이파크),11,2024-05-02,0,5
,2792400106-02,2024-04-18,실내공기질/실내공기질/나,산내들어린이집,도서영역,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 영북로 206 (산내들 아이파크),11,2024-05-02,0,5
,2792400107-01,2024-04-18,실내공기질/실내공기질/가,클라우드시네마,로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,영화상영관,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 운천로23번길 7-8,11,2024-05-02,0,4
,2792400107-02,2024-04-18,실내공기질/실내공기질/가,클라우드시네마,2층 상영관,포천시,포천시장,,결과승인완료,0,,,,,2024-05-01,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6185,2024-05-01,2024-05-01,대기환경팀(B),김지영,,,,,영화상영관,경기도 포천시 중앙로 92,,,,2024-04-18,경기 포천시 영북면 운천로23번길 7-8,11,2024-05-02,0,4
,2792400108-01,2024-04-17,대기및악취/지도점검/대 기,,환경관리5-6,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-04-19,관원,,,적합,기후환경관리과-10326,2024-04-17,경기도보건환경연구원북부지원-5554,2024-04-19,2024-04-19,대기환경팀(B),김찬혁,,,,,분쇄시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-16,,20,2024-05-16,0,2
,2792400109-01,2024-04-19,대기및악취/자체개선/대 기,대재에너지(주)_1호기,대재에너지(주)_1호기,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-04-22,관원,,,적합,기후환경관리과-9519,2024-04-11,경기도보건환경연구원북부지원-5637,2024-04-22,2024-04-22,대기환경팀(B),김재광,,,,,고형연료사용시설(6.25톤/hr),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-19,경기 동두천시 강변로690번길 51 대재에너지(주),3,2024-04-23,0,2
,2792400110-01,2024-04-19,대기및악취/개선완료/대 기,대재에너지(주)_2호기,대재에너지(주)_2호기,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-04-22,관원,,,적합,기후환경관리과-9519,2024-04-11,경기도보건환경연구원북부지원-5637,2024-04-22,2024-04-22,대기환경팀(B),김재광,,,,,고형연료사용시설(6.25ton/hr),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-19,경기 동두천시 강변로690번길 51 대재에너지(주),3,2024-04-23,0,2
,2792400111-01,2024-04-22,실내공기질/실내공기질/나,가평푸른숲요양병원,1층 로비(본관),가평군,가평군수,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경정책과-1907,2024-01-18,경기도보건환경연구원북부지원-6377,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 가평군 석봉로 181,,,,2024-04-22,경기 가평군 상면 물골길 262-23,11,2024-05-07,0,5
,2792400111-02,2024-04-22,실내공기질/실내공기질/나,가평푸른숲요양병원,3층 휴게실(B동),가평군,가평군수,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경정책과-1907,2024-01-18,경기도보건환경연구원북부지원-6377,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 가평군 석봉로 181,,,,2024-04-22,경기 가평군 상면 물골길 262-23,11,2024-05-07,0,5
,2792400112-01,2024-04-22,실내공기질/실내공기질/나,승진어린이집,1층 도서관,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 화현면 화동로 587-1,11,2024-05-07,0,5
,2792400112-02,2024-04-22,실내공기질/실내공기질/나,승진어린이집,2층 창의쑥쑥반,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,어린이집,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 화현면 화동로 587-1,11,2024-05-07,0,5
,2792400113-01,2024-04-22,실내공기질/실내공기질/나,효담전문요양원,1F 면회실,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 가산면 부흥로 718,11,2024-05-07,0,5
,2792400113-02,2024-04-22,실내공기질/실내공기질/나,효담전문요양원,2F 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-04-22,경기 포천시 가산면 부흥로 718,11,2024-05-07,0,5
,2792400114-01,2024-04-22,실내공기질/실내공기질/나,새맘의료재단,1F 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 포천시 중앙로 87,,,,2024-04-22,경기 포천시 내촌면 금강로2536번길 112-12,11,2024-05-07,0,5
,2792400114-02,2024-04-22,실내공기질/실내공기질/나,새맘의료재단,3F 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기도 포천시 중앙로 87,,,,2024-04-22,경기 포천시 내촌면 금강로2536번길 112-12,11,2024-05-07,0,5
,2792400115-01,2024-04-17,대기및악취/지도점검/대 기,,15-04-05,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-7310,2024-04-19,경기도보건환경연구원북부지원-5696,2024-04-23,2024-04-23,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-04-16,,20,2024-05-16,0,2
,2792400115-02,2024-04-17,대기및악취/지도점검/대 기,,15-04-06,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-7310,2024-04-19,경기도보건환경연구원북부지원-5696,2024-04-23,2024-04-23,대기환경팀(B),김찬혁,,,,,정련시설,경기도 포천시 중앙로 87,,,,2024-04-16,,20,2024-05-16,0,2
,2792400115-03,2024-04-17,대기및악취/지도점검/대 기,,15-04-07,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-7310,2024-04-19,경기도보건환경연구원북부지원-5696,2024-04-23,2024-04-23,대기환경팀(B),김찬혁,,,,,가열시설,경기도 포천시 중앙로 87,,,,2024-04-16,,20,2024-05-16,0,2
,2792400115-04,2024-04-17,대기및악취/지도점검/대 기,,15-04-08,포천시,포천시장,,결과승인완료,0,,,,,2024-04-23,관원,,,적합,환경지도과-7310,2024-04-19,경기도보건환경연구원북부지원-5696,2024-04-23,2024-04-23,대기환경팀(B),김찬혁,,,,,혼합시설,경기도 포천시 중앙로 87,,,,2024-04-16,,20,2024-05-16,0,2
,2792400116-01,2024-04-24,실내공기질/실내공기질/가,보람의정부장례식장,휴게실1,의정부시,의정부시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-5978,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,장례식장,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-04-24,경기 의정부시 추동로 253 (신곡동) 지하1층,4,2024-04-29,0,3
,2792400116-02,2024-04-24,실내공기질/실내공기질/가,보람의정부장례식장,휴게실2,의정부시,의정부시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-5978,2024-04-29,2024-04-29,대기환경팀(B),김지영,,,,,장례식장,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-04-24,경기 의정부시 추동로 253 (신곡동) 지하1층,4,2024-04-29,0,3
,2792400117-01,2024-04-24,실내공기질/실내공기질/가,국립수목원 산림박물관,1층 로비,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,박물관,경기도 포천시 중앙로 92,,,,2024-04-24,경기 포천시 소흘읍 광릉수목원로 415,9,2024-05-07,0,4
,2792400117-02,2024-04-24,실내공기질/실내공기질/가,국립수목원 산림박물관,2층 3전시실 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-1312,2024-01-18,경기도보건환경연구원북부지원-6376,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,박물관,경기도 포천시 중앙로 92,,,,2024-04-24,경기 포천시 소흘읍 광릉수목원로 415,9,2024-05-07,0,4
,2792400118-01,2024-04-24,실내공기질/실내공기질/나,더캐슬요양원,1층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-6375,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-04-24,경기 남양주시 진접읍 진벌로 127,11,2024-05-09,0,5
,2792400118-02,2024-04-24,실내공기질/실내공기질/나,더캐슬요양원,지하1층 회의실,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-6375,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-04-24,경기 남양주시 진접읍 진벌로 127,11,2024-05-09,0,5
,2792400119-01,2024-04-24,실내공기질/실내공기질/나,진접제일요양병원,1층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-6375,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기 남양주시 경춘로 1037 (금곡동),,,,2024-04-24,경기 남양주시 진접읍 광릉내로 99,11,2024-05-09,0,5
,2792400119-02,2024-04-24,실내공기질/실내공기질/나,진접제일요양병원,5층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-6375,2024-05-07,2024-05-07,대기환경팀(B),김지영,,,,,의료기관,경기 남양주시 경춘로 1037 (금곡동),,,,2024-04-24,경기 남양주시 진접읍 광릉내로 99,11,2024-05-09,0,5
,2792400120-01,2024-04-11,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-016,양주시,양주시장,,결과승인완료,0,,,,,2024-04-25,관원,,,적합,기후에너지과-13170,2024-04-22,경기도보건환경연구원북부지원-5857,2024-04-25,2024-04-25,대기환경팀(B),위효빈,,,,,"혼합,도포시설",경기도 양주시 부흥로 1533,,,,2024-04-11,측정공,0,,0,2
,2792400120-02,2024-04-11,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-017,양주시,양주시장,,결과승인완료,0,,,,,2024-04-25,관원,,,적합,기후에너지과-13170,2024-04-22,경기도보건환경연구원북부지원-5857,2024-04-25,2024-04-25,대기환경팀(B),위효빈,,,,,도장(건조)시설 (73m3),경기도 양주시 부흥로 1533,,,,2024-04-11,측정공,0,,0,2
,2792400120-03,2024-04-11,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-018,양주시,양주시장,,결과승인완료,0,,,,,2024-04-25,관원,,,적합,기후에너지과-13170,2024-04-22,경기도보건환경연구원북부지원-5857,2024-04-25,2024-04-25,대기환경팀(B),위효빈,,,,,도장(건조)시설(313.94m3),경기도 양주시 부흥로 1533,,,,2024-04-11,측정공,0,,0,2
,2792400120-04,2024-04-12,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-019,양주시,양주시장,,결과승인완료,0,,,,,2024-04-25,관원,,,적합,기후에너지과-13170,2024-04-22,경기도보건환경연구원북부지원-5857,2024-04-25,2024-04-25,대기환경팀(B),위효빈,,,,,혼합시설(5HP*3기),경기도 양주시 부흥로 1533,,,,2024-04-12,측정공,0,,0,2
,2792400120-05,2024-04-12,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-020,양주시,양주시장,,결과승인완료,0,,,,,2024-04-25,관원,,,적합,기후에너지과-13170,2024-04-22,경기도보건환경연구원북부지원-5857,2024-04-25,2024-04-25,대기환경팀(B),위효빈,,,,,도장시설(3.9m3),경기도 양주시 부흥로 1533,,,,2024-04-12,측정공,0,,0,2
,2792400121-01,2024-04-24,대기및악취/지도점검/대 기,,환경관리5-7,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,기후환경관리과-11082,2024-04-25,경기도보건환경연구원북부지원-6010,2024-04-29,2024-04-29,대기환경팀(B),김찬혁,,,,,보일러(LPG),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-23,,20,2024-05-23,0,2
,2792400122-01,2024-04-25,대기및악취/지도점검/대 기,,환경관리5-8,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,기후환경관리과-11194,2024-04-25,경기도보건환경연구원북부지원-6019,2024-04-29,2024-04-29,대기환경팀(B),김찬혁,,,,,다림질시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-25,,20,2024-05-24,0,2
,2792400123-01,2024-04-17,대기및악취/지도점검/대 기,,15-04-09,포천시,포천시장,,결과승인완료,0,,,,,2024-04-29,관원,,,적합,환경지도과-7773,2024-04-25,경기도보건환경연구원북부지원-6018,2024-04-29,2024-04-29,대기환경팀(B),김찬혁,,,,,포장시설,경기도 포천시 중앙로 87,,,,2024-04-17,,20,2024-05-16,0,2
